EXP_id	Herb/ingredient_id	Herb/ingredient_name	Herb/ingredient	GSE_id	Organism	Strain	Tissue	Cell_Type	Cell_line	Experiment_type	Sequence_type	Experiment_subject	Experiment_subject_detail	Experiment_special_pretreatment	Control_condition	Control_samples	Treatment_condition	Treatment_samples	Drug_delivery	Plat_info
HBEXP000942	HBIN046010	testosterone	Ingredient	GSE86457	Homo sapiens			ES-derived neural stem cell	hNSC	Expression profiling by high throughput sequencing	mRNA	human cellline	ES-derived neural stem cell; hNSC	/	DMSO (solvent)	GSM2302970; GSM2302971; GSM2302972; GSM2302973; GSM2302974; GSM2302975; GSM2302976; GSM2302977; GSM2302978; GSM2302979	effects on human neural stem cells (hNSCs) by treatment Testosterone 100nM	GSM2302980; GSM2302981; GSM2302982; GSM2302983; GSM2302984; GSM2302985; GSM2302986; GSM2302987; GSM2302988	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000943	HBIN046010	testosterone	Ingredient	GSE86457	Homo sapiens			ES-derived neural stem cell	hNSC	Expression profiling by high throughput sequencing	mRNA	human cellline	ES-derived neural stem cell; hNSC	/	DMSO (solvent)	GSM2302970; GSM2302971; GSM2302972; GSM2302973; GSM2302974; GSM2302975; GSM2302976; GSM2302977; GSM2302978; GSM2302979	effects on human neural stem cells (hNSCs) by treatment Testosterone 10nM	GSM2928169; GSM2928170; GSM2928171	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000944	HBIN046084	Tetrahydropalmatine	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	10uM Tetrahydropalmatine for 12h	GSM2286366; GSM2286367	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.87 Array
HBEXP000945	HBIN046176	thalicthuberine	Ingredient	GSE83459	Homo sapiens			Prostate cancer	LNCaP	Expression profiling by array	Total RNA	human cellline	Prostate cancer; LNCaP	/	DMSO	GSM2148990; GSM2148991; GSM2148992	15uM Thalicthuberine for 24 h	GSM2203769; GSM2203770; GSM2203771	treated	GPL16604:Agilent-032034 VPC Human 180K v3 (Probe Name version)
HBEXP000946	HBIN046244	thapsigargin	Ingredient	GSE103719	Homo sapiens			Embryo kidney cell	HEK293	Expression profiling by high throughput sequencing	mRNA	human cellline	Embryo kidney cell; HEK293	/	DMSO	GSM2779661; GSM2779662; GSM2779663; GSM2779664	2uM thapsigargin for 2h	GSM2779665; GSM2779666; GSM2779667; GSM2779668	treated	GPL18573:Illumina NextSeq 500 (Homo sapiens)
HBEXP000947	HBIN046244	thapsigargin	Ingredient	GSE106172	Mus musculus		Kidney	Podocyte		Expression profiling by array	Total RNA	mouse	Kidney; Podocyte	/	DMSO	GSM2830969; GSM2830970; GSM2830971	2.5uM thapsigargin for 16h	GSM2830972; GSM2830973; GSM2830974	treated	GPL16570:[MoGene-2_0-st] Affymetrix Mouse Gene 2.0 ST Array [transcript (gene) version]
HBEXP000948	HBIN046244	thapsigargin	Ingredient	GSE129942	Homo sapiens		Kidney	Epithelial cell		Expression profiling by high throughput sequencing	mRNA	human cellline	Kidney; Epithelial cell	/	DMSO	GSM3728387; GSM3728388; GSM3728389	100nM of thapsigargin was added for 12h	GSM3728390; GSM3728391; GSM3728392	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000949	HBIN046244	thapsigargin	Ingredient	GSE21979	Homo sapiens			Medulloblastoma	Daoy	Expression profiling by array	Total RNA	human cellline	Medulloblastoma; Daoy	/	DMSO	GSM546541; GSM546544	1uM thapsigargin for 3h 	GSM546542; GSM546545	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000950	HBIN046244	thapsigargin	Ingredient	GSE21979	Homo sapiens			Medulloblastoma	Daoy	Expression profiling by array	Total RNA	human cellline	Medulloblastoma; Daoy	/	DMSO	GSM546541; GSM546544	1uM thapsigargin for 8h	GSM546543; GSM546546	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000951	HBIN046244	thapsigargin	Ingredient	GSE24497	Homo sapiens			Neuroblastoma	SHSY5Y	Expression profiling by array	Total RNA	human cellline	Neuroblastoma; SHSY5Y	/	DMSO	GSM603226; GSM603227; GSM603228	thapsigargin	GSM603229; GSM603230; GSM603231	treated	GPL6104:Illumina humanRef-8 v2.0 expression beadchip
HBEXP000952	HBIN046244	thapsigargin	Ingredient	GSE31447	Homo sapiens			Lymphoblastoid	LCL	Expression profiling by array	Total RNA	human cellline	Lymphoblastoid; LCL	/	DMSO	GSM785127; GSM785128; GSM785135; GSM785136	TG applied for 3h	GSM781689; GSM785126; GSM785133; GSM785134	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000953	HBIN046244	thapsigargin	Ingredient	GSE31447	Homo sapiens			Lymphoblastoid	LCL	Expression profiling by array	Total RNA	human cellline	Lymphoblastoid; LCL	/	DMSO	GSM785127; GSM785128; GSM785135; GSM785136	TG applied for 24h	GSM780861; GSM781215	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000954	HBIN046244	thapsigargin	Ingredient	GSE31447	Homo sapiens			Lymphoblastoid	LCL	Expression profiling by array	Total RNA	human cellline	Lymphoblastoid; LCL	/	DMSO	GSM785127; GSM785128; GSM785135; GSM785136	TG applied for 72h	GSM781265; GSM781686	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000955	HBIN046244	thapsigargin	Ingredient	GSE31447	Homo sapiens			Lymphoblastoid	LCL	Expression profiling by array	Total RNA	human cellline	Lymphoblastoid; LCL	/	saline	GSM780863; GSM781216	saline+TG for 24h	GSM780864; GSM781217	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000956	HBIN046244	thapsigargin	Ingredient	GSE31447	Homo sapiens			Lymphoblastoid	LCL	Expression profiling by array	Total RNA	human cellline	Lymphoblastoid; LCL	/	saline	GSM780863; GSM781216	saline+TG for 72h	GSM781286; GSM781688	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000957	HBIN046244	thapsigargin	Ingredient	GSE39244	Mus musculus		Embryonic fibroblast			Expression profiling by array	Total RNA	mouse	Embryonic fibroblast	/	no treatment	GSM958760; GSM958772	TG for 6h	GSM958769; GSM958781	treated	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000958	HBIN046244	thapsigargin	Ingredient	GSE41666	Homo sapiens			Hepatocellular carcinoma	HepG2	Expression profiling by array	Total RNA	human cellline	Hepatocellular carcinoma; HepG2	/	Normoxia	GSM1021504; GSM1021512; GSM1021520	0.3uM thapsigargin for  24h 	GSM1021506; GSM1021514; GSM1021522	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000959	HBIN046244	thapsigargin	Ingredient	GSE41666	Homo sapiens			Colon cancer	HCT116	Expression profiling by array	Total RNA	human cellline	Colon cancer; HCT116	/	Normoxia	GSM1021500; GSM1021508; GSM1021516	0.3uM thapsigargin for  24h 	GSM1021502; GSM1021510; GSM1021518	treated	GPL10558:Illumina HumanHT-12 V4.0 expression beadchip
HBEXP000960	HBIN046244	thapsigargin	Ingredient	GSE57138	Mus musculus			Fibroblast	3T3	Expression profiling by high throughput sequencing	mRNA	mouse	Fibroblast; 3T3	/	control	GSM1375876; GSM1375877	500nM thapsigargin for 24h	GSM1375878; GSM1375879	treated	GPL11002:Illumina Genome Analyzer IIx (Mus musculus)
HBEXP000961	HBIN046248	theanine	Ingredient	GSE120546	Mus musculus	AKR/J	Hippocampus			Expression profiling by array	Total RNA	mouse	AKR/J; Hippocampus	/	Confront Water;Water	GSM3402798; GSM3402799	theanine Confront	GSM3402800; GSM3402801	feed	GPL16570:[MoGene-2_0-st] Affymetrix Mouse Gene 2.0 ST Array [transcript (gene) version]
HBEXP000962	HBIN046248	theanine	Ingredient	GSE120546	Mus musculus	AKR/J	Hippocampus			Expression profiling by array	Total RNA	mouse	AKR/J; Hippocampus	/	Confront Water;Water	GSM3402798; GSM3402799	theanine Confron Single	GSM3402804; GSM3402805	feed	GPL16570:[MoGene-2_0-st] Affymetrix Mouse Gene 2.0 ST Array [transcript (gene) version]
HBEXP000963	HBIN046526	tomatidine	Ingredient	GSE72651	Mus musculus	C57BL/6	Skeletal muscle			Expression profiling by array	Total RNA	mouse C57BL/6	C57BL/6; Skeletal muscle	/	control	GSM1867308; GSM1867309; GSM1867310; GSM1867311; GSM1867312	0.05% tomatidine (TM) for 2 months	GSM1867313; GSM1867314; GSM1867315; GSM1867316; GSM1867317	treated	GPL6885:Illumina MouseRef-8 v2.0 expression beadchip
HBEXP000964	HBIN047173	triptolide	Ingredient	GSE16760	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	no treatment	GSM419939; GSM419971; GSM419984	0.05uM of tripolide for 1h	GSM419930; GSM419931; GSM419932	treated	GPL8755:PF - Agilent-014850 Whole Human Genome Microarray 4x44K
HBEXP000965	HBIN047173	triptolide	Ingredient	GSE16760	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	no treatment	GSM419939; GSM419971; GSM419984	0.15uM of tripolide for 1h	GSM419933; GSM419934; GSM419935	treated	GPL8755:PF - Agilent-014850 Whole Human Genome Microarray 4x44K
HBEXP000966	HBIN047173	triptolide	Ingredient	GSE16760	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	no treatment	GSM419939; GSM419971; GSM419984	0.45uM of tripolide for 1h	GSM419936; GSM419937; GSM419938	treated	GPL8755:PF - Agilent-014850 Whole Human Genome Microarray 4x44K
HBEXP000967	HBIN047173	triptolide	Ingredient	GSE16760	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	no treatment	GSM419939; GSM419971; GSM419984	0.05uM of tripolide for 2h	GSM419985; GSM419986; GSM419993	treated	GPL8755:PF - Agilent-014850 Whole Human Genome Microarray 4x44K
HBEXP000968	HBIN047173	triptolide	Ingredient	GSE16760	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	no treatment	GSM419939; GSM419971; GSM419984	0.15uM of tripolide for 2h	GSM419994; GSM420002; GSM420003	treated	GPL8755:PF - Agilent-014850 Whole Human Genome Microarray 4x44K
HBEXP000969	HBIN047173	triptolide	Ingredient	GSE16760	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	no treatment	GSM419939; GSM419971; GSM419984	0.45uM of tripolide for 2h	GSM420004; GSM420006; GSM420107	treated	GPL8755:PF - Agilent-014850 Whole Human Genome Microarray 4x44K
HBEXP000970	HBIN047173	triptolide	Ingredient	GSE16760	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	no treatment	GSM419939; GSM419971; GSM419984	0.05uM of tripolide for 4h	GSM420113; GSM420115; GSM420119	treated	GPL8755:PF - Agilent-014850 Whole Human Genome Microarray 4x44K
HBEXP000971	HBIN047173	triptolide	Ingredient	GSE16760	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	no treatment	GSM419939; GSM419971; GSM419984	0.15uM of tripolide for 4h	GSM420120; GSM420121; GSM420122	treated	GPL8755:PF - Agilent-014850 Whole Human Genome Microarray 4x44K
HBEXP000972	HBIN047173	triptolide	Ingredient	GSE16760	Homo sapiens			Lung cancer	A549	Expression profiling by array	Total RNA	human cellline	Lung cancer; A549	/	no treatment	GSM419939; GSM419971; GSM419984	0.45uM of tripolide for 4h	GSM420123; GSM420136; GSM420137	treated	GPL8755:PF - Agilent-014850 Whole Human Genome Microarray 4x44K
HBEXP000973	HBIN047173	triptolide	Ingredient	GSE28662	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	DMSO	GSM710149; GSM710150	500 nM triptolide for 2h	GSM710161; GSM710162	treated	GPL3921:[HT_HG-U133A] Affymetrix HT Human Genome U133A Array
HBEXP000974	HBIN047173	triptolide	Ingredient	GSE28662	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	DMSO	GSM710149; GSM710150	500 nM triptolide for 4h	GSM710163; GSM710164	treated	GPL3921:[HT_HG-U133A] Affymetrix HT Human Genome U133A Array
HBEXP000975	HBIN047173	triptolide	Ingredient	GSE28662	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	DMSO	GSM710149; GSM710150	500 nM triptolide for 6h	GSM710165; GSM710166	treated	GPL3921:[HT_HG-U133A] Affymetrix HT Human Genome U133A Array
HBEXP000976	HBIN047173	triptolide	Ingredient	GSE48895	Mus musculus			Embryonic stem cell	V6.5	Expression profiling by high throughput sequencing	mRNA	mouse	Embryonic stem cell; V6.5	/	control	GSM1186452; GSM1186453	treated for 12.5 min with 500nM triptolide	GSM1186454; GSM1186455	treated	GPL15103:Illumina HiSeq 1000 (Mus musculus)
HBEXP000977	HBIN047173	triptolide	Ingredient	GSE48895	Mus musculus			Embryonic stem cell	V6.5	Expression profiling by high throughput sequencing	mRNA	mouse	Embryonic stem cell; V6.5	/	control	GSM1186452; GSM1186453	treated for 50 min with 500nM triptolide	GSM1186457; GSM1186458	treated	GPL15103:Illumina HiSeq 1000 (Mus musculus)
HBEXP000978	HBIN047173	triptolide	Ingredient	GSE74490	Mus musculus	C57BL/6	Pancreatic cancer	Fibroblast		Expression profiling by high throughput sequencing	mRNA	mouse	C57BL/6; Pancreatic cancer; Fibroblast	/	no treatment	GSM1921796; GSM1921799; GSM1921802	100nM triptolide for 6h	GSM1921797; GSM1921800; GSM1921803	treated	GPL17021:Illumina HiSeq 2500 (Mus musculus)
HBEXP000979	HBIN047173	triptolide	Ingredient	GSE74490	Mus musculus	C57BL/6	Pancreatic cancer	Fibroblast		Expression profiling by high throughput sequencing	mRNA	mouse	C57BL/6; Pancreatic cancer; Fibroblast	/	no treatment	GSM1921796; GSM1921799; GSM1921802	100nM triptolide for 24h	GSM1921798; GSM1921801; GSM1921804	treated	GPL17021:Illumina HiSeq 2500 (Mus musculus)
HBEXP000980	HBIN047173	triptolide	Ingredient	GSE99514	Mus musculus	129S1	Lung			Expression profiling by array	Total RNA	mouse 129S1	129S1; Lung	/	no treatment	GSM2645339; GSM2645340	1 mg/kg body weight five days a week for 2 months	GSM2645344; GSM2645345; GSM2645346	gavage	GPL6246:[MoGene-1_0-st] Affymetrix Mouse Gene 1.0 ST Array [transcript (gene) version]
HBEXP000981	HBIN047588	urocanic acid	Ingredient	GSE8760	Homo sapiens		Epidermis	Keratinocyte		Expression profiling by array	Total RNA	human cellline	Epidermis; Keratinocyte	/	control	GSM217619; GSM217627	treated with cis-UCA (10ug/ml) 	GSM217620; GSM217629	treated	GPL96:[HG-U133A] Affymetrix Human Genome U133A Array
HBEXP000982	HBIN047588	urocanic acid	Ingredient	GSE8760	Homo sapiens		Epidermis	Keratinocyte		Expression profiling by array	Total RNA	human cellline	Epidermis; Keratinocyte	/	control	GSM217619; GSM217627	treated with trans-UCA (10ug/ml) 	GSM217623; GSM217630	treated	GPL96:[HG-U133A] Affymetrix Human Genome U133A Array
HBEXP000983	HBIN047610	ursodeoxycholic acid	Ingredient	GSE143798	Homo sapiens			Glioma	LN229	Expression profiling by high throughput sequencing	mRNA	human cellline	Glioma; LN229	/	control	GSM4274743; GSM4274744; GSM4274745	800uM ursodeoxycholic for 48h	GSM4274746; GSM4274747; GSM4274748	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000984	HBIN047610	ursodeoxycholic acid	Ingredient	GSE21266	Mus musculus			Colon epithelium	IEC-6	Expression profiling by array	Total RNA	mouse	Colon epithelium; IEC-6	/	control	GSM531768; GSM531769; GSM531770	UDCA treatment	GSM531771; GSM531772; GSM531773	treated	GPL8321:[Mouse430A_2] Affymetrix Mouse Genome 430A 2.0 Array
HBEXP000985	HBIN047610	ursodeoxycholic acid	Ingredient	GSE67504	Homo sapiens			Hepatocellular carcinoma	HepG2	Expression profiling by array	Total RNA	human cellline	Hepatocellular carcinoma; HepG2	/	control	GSM1648187; GSM1648188	treated with 25uM hepatoprotective agents	GSM1648195; GSM1648196; GSM1648197	treated	GPL6254:Phalanx Human OneArray
HBEXP000986	HBIN047610	Ursodeoxycholic acid	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	10uM Ursodeoxycholic acid for 12h	GSM2286254; GSM2286255	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.32 Array
HBEXP000987	HBIN047613	ursolic acid	Ingredient	GSE120243	Mus musculus	C57BL/6J	Liver			Expression profiling by array	Total RNA	mouse	C57BL/6J; Liver	/	normal diet	GSM3396702; GSM3396703; GSM3396704	Total RNA of liver tissues was obtained from ursolic acid added high-fat diet-fed mice 	GSM3396708; GSM3396709; GSM3396710	feed	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000988	HBIN047613	ursolic acid	Ingredient	GSE120243	Mus musculus	C57BL/6J	Liver			Expression profiling by array	Total RNA	mouse	C57BL/6J; Liver	/	normal diet	GSM3396702; GSM3396703; GSM3396704	Total RNA of skeletal muscle tissues was obtained from ursolic acid added high-fat diet-fed mice 	GSM3396717; GSM3396718; GSM3396719	feed	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000989	HBIN047613	ursolic acid	Ingredient	GSE120243	Mus musculus	C57BL/6J	Liver			Expression profiling by array	Total RNA	mouse	C57BL/6J; Liver	/	normal diet	GSM3396702; GSM3396703; GSM3396704	Total RNA of adipose tissues was obtained from ursolic acid added high-fat diet-fed mice 	GSM3396726; GSM3396727; GSM3396728	feed	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000990	HBIN047613	ursolic acid	Ingredient	GSE28017	Mus musculus	C57BL/6	Gastrocnemius muscle			Expression profiling by array	Total RNA	mouse	C57BL/6; Gastrocnemius muscle	C57BL/6 mice were	standard chow (control)	GSM692838; GSM692839; GSM692840; GSM692841	standard chow containing 0.27% ursolic acid for 5 weeks	GSM692842; GSM692843; GSM692844; GSM692845	feed	GPL6096:[MoEx-1_0-st] Affymetrix Mouse Exon 1.0 ST Array [transcript (gene) version]
HBEXP000991	HBIN047613	ursolic acid	Ingredient	GSE72651	Mus musculus	C57BL/6	Skeletal muscle			Expression profiling by array	Total RNA	mouse	C57BL/6; Skeletal muscle	22-month-old male C57BL/6 mice	standard chow (control)	GSM1867308; GSM1867309; GSM1867310; GSM1867311; GSM1867312	standard chow supplemented with 0.27% ursolic acid (UA)  for 2 months.	GSM1867318; GSM1867319; GSM1867320; GSM1867321; GSM1867322; GSM1867323	feed	GPL6885:Illumina MouseRef-8 v2.0 expression beadchip
HBEXP000992	HBIN047763	vasopressin	Ingredient	GSE19938	Mus musculus			Collecting duct cell	mpkCCD	Expression profiling by array	Total RNA	mouse	Collecting duct cell; mpkCCD	/	control	GSM498222; GSM498223; GSM498224	exposed to the vasopressin V2 receptor analog, dDAVP, at a physiological concentration, 0.1nM, for 5 days	GSM498225; GSM498226; GSM498227	exposed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000993	HBIN047763	vasopressin	Ingredient	GSE5953	Mus musculus		Kidney medulla			Expression profiling by array	Total RNA	mouse	Kidney medulla	/	control	GSM138399	3 mice infused with either arginine vasopressin (AVP) or des-amino-D-arginine vasopressin (dDAVP)	GSM138396; GSM138398	infused	GPL4380:Mouse NIA 15K Custom Duplicate Spots
HBEXP000994	HBIN047763	vasopressin	Ingredient	GSE79525	Mus musculus			Collecting duct cell	mpkCCD	Expression profiling by high throughput sequencing	mRNA	mouse	Collecting duct cell; mpkCCD	/	control	GSM2096946; GSM2096948; GSM2096950; GSM2096952; GSM2096954; GSM2096955; GSM2096957; GSM2096959; GSM2096961	treated with 0.1 nM dDAVP in serum-free medium for 24h	GSM2096963; GSM2096964; GSM2096966; GSM2096968; GSM2096970; GSM2096972; GSM2096974; GSM2096976; GSM2096977	treated	GPL13112:Illumina HiSeq 2000 (Mus musculus)
HBEXP000995	HBIN047763	vasopressin	Ingredient	GSE95008	Mus musculus			Collecting duct cell	mpkCCD	Expression profiling by high throughput sequencing	mRNA	mouse	Collecting duct cell; mpkCCD	/	control (not mutated in PKA two catalytic subunits) cell lines	GSM2494232; GSM2494233; GSM2494234	PKA double knockout cell lines	GSM2494235; GSM2494236; GSM2494237	treated	GPL21493:Illumina HiSeq 3000 (Mus musculus)
HBEXP000996	HBIN047954	vincristine	Ingredient	GSE105059	Homo sapiens			Medulloblastoma	D-425	Expression profiling by array	Total RNA	human cellline	Medulloblastoma; D-425	/	control	GSM2817077; GSM2817079	knockdown experiment with two MB cell lines	GSM2817076; GSM2817078	treated	GPL10904:Illumina HumanHT-12 V4.0 expression beadchip (gene symbol)
