Herb_,Herb_cn_name,segmented_function,segmented_indication
HERB005554,土丁桂,[],[]
HERB005555,,[],[]
HERB005556,兔儿风花蟹甲草,[],[]
HERB005557,土耳其翠雀花,[],[]
HERB005558,土耳其鼠尾草,[],[]
HERB005559,土耳其斯坦白腊树,[],[]
HERB005560,土耳其斯坦龙胆,[],[]
HERB005561,土耳其雪花莲,[],[]
HERB005562,土耳其郁金香,[],[]
HERB005563,兔儿伞,[],[]
HERB005564,土茯苓,[],[]
HERB005565,吐根,[],[]
HERB005566,土瓜狼毒,[],[]
HERB005567,土黄莲,[],[]
HERB005568,土荆芥,[],[]
HERB005569,土荆皮,[],[]
HERB005570,土苦参,[],[]
HERB005571,土连翘,[],[]
HERB005572,土良姜,[],[]
HERB005573,秃毛冬青,[],[]
HERB005574,土木香,[],[]
HERB005575,土牛膝,[],[]
HERB005576,土羌活,[],[]
HERB005577,,[],[]
HERB005578,土三七,[],[]
HERB005579,土砂仁,[],[]
HERB005580,菟丝子,[],[]
HERB005581,吐温80,[],[]
HERB005582,土香薷,[],[]
HERB005583,土延胡,[],[]
HERB005584,土叶黄皮树,[],[]
HERB005585,团花山矾,[],[]
HERB005586,团级艾纳香,[],[]
HERB005587,,[],[]
HERB005588,退热止泻木,[],[]
HERB005589,豚草,[],[]
HERB005590,豚草千里光,[],[]
HERB005591,豚草紫菀,[],[]
HERB005592,,[],[]
HERB005593,,[],[]
HERB005594,,[],[]
HERB005595,椭圆钩藤,[],[]
HERB005596,椭圆三七草,[],[]
HERB005597,椭圆叶花椒,[],[]
HERB005598,椭圆叶乳香树,[],[]
HERB005599,椭圆舟形藻,[],[]
HERB005600,瓦布贝母,[],[]
HERB005601,娃儿藤,[],[]
HERB005602,瓦楞子,[],[]
HERB005603,,[],[]
HERB005604,蛙式独活,[],[]
HERB005605,瓦氏马尾藻,[],[]
HERB005606,,[],[]
HERB005607,瓦氏棕榈,[],[]
HERB005608,,[],[]
HERB005609,瓦松,[],[]
HERB005610,瓦苇,[],[]
HERB005611,,[],[]
HERB005612,,[],[]
HERB005613,晚蚕砂,[],[]
HERB005614,豌豆,[],[]
HERB005615,贯叶金丝桃,[],[]
HERB005616,万华泽兰,[],[]
HERB005617,,[],[]
HERB005618,万年蒿,[],[]
HERB005619,万年青根,[],[]
HERB005620,弯曲千里光,[],[]
HERB005621,弯曲天门冬,[],[]
HERB005622,弯曲天南星,[],[]
HERB005623,,[],[]
HERB005624,,[],[]
HERB005625,万山淫羊藿,[],[]
HERB005626,,[],[]
HERB005627,,[],[]
HERB005628,万寿菊,[],[]
HERB005629,万寿菊叶,[],[]
HERB005630,,[],[]
HERB005631,晚香玉,[],[]
HERB005632,,[],[]
HERB005633,弯叶黄芪,[],[]
HERB005634,,[],[]
HERB005635,,[],[]
HERB005636,乌头,[],[]
HERB005637,王不留行,[],[]
HERB005638,玉兰,[],[]
HERB005639,网地藻,[],[]
HERB005640,王瓜,[],[]
HERB005641,王瓜子,[],[]
HERB005642,,[],[]
HERB005643,王浆,[],[]
HERB005644,望江南,[],[]
HERB005645,望江南子,[],[]
HERB005646,,[],[]
HERB005647,,[],[]
HERB005648,,[],[]
HERB005649,,[],[]
HERB005650,,[],[]
HERB005651,,[],[]
HERB005652,,[],[]
HERB005653,薇甘菊泽兰?,[],[]
HERB005654,,[],[]
HERB005655,,[],[]
HERB005656,围栏球果紫堇,[],[]
HERB005657,,[],[]
HERB005658,委陵菜,[],[]
HERB005659,威灵仙,[],[]
HERB005660,卫矛堆心菊,[],[]
HERB005661,,[],[]
HERB005662,,[],[]
HERB005663,,[],[]
HERB005664,,[],[]
HERB005665,,[],[]
HERB005666,,[],[]
HERB005667,,[],[]
HERB005668,微笑万寿菊,[],[]
HERB005669,,[],[]
HERB005670,,[],[]
HERB005671,,[],[]
HERB005672,尾叶香茶菜,[],[]
HERB005673,益母草,[],[]
HERB005674,,[],[]
HERB005675,,[],[]
HERB005676,,[],[]
HERB005677,,[],[]
HERB005678,,[],[]
HERB005679,,[],[]
HERB005680,,[],[]
HERB005681,,[],[]
HERB005682,,[],[]
HERB005683,,[],[]
HERB005684,蕹菜,[],[]
HERB005685,窝儿七,[],[]
HERB005686,卧茎夜来香,[],[]
HERB005687,莴苣,[],[]
HERB005688,,[],[]
HERB005689,蜗牛,[],[]
HERB005690,,[],[]
HERB005691,,[],[]
HERB005692,五倍子,[],['antibacterial.2']
HERB005693,,[],[]
HERB005694,,[],[]
HERB005695,,[],[]
HERB005696,,[],[]
HERB005697,无莿根,[],[]
HERB005698,,[],[]
HERB005699,,[],[]
HERB005700,,[],[]
HERB005701,,[],[]
HERB005702,武当木兰,[],[]
HERB005703,,[],[]
HERB005704,,[],[]
HERB005705,无梗五加皮,[],[]
HERB005706,蜈蚣,[],[]
HERB005707,蜈蚣草,[],[]
HERB005708,蜈蚣,[],[]
HERB005709,,[],[]
HERB005710,无花果,[],[]
HERB005711,无花果叶,[],[]
HERB005712,无患子,[],[]
HERB005713,无患子皮,[],[]
HERB005714,无患子树蔃,[],[]
HERB005715,无患子叶,[],[]
HERB005716,乌鸡,[],[]
HERB005717,五加皮,[],[]
HERB005718,五加前胡,[],[]
HERB005719,五加叶,[],[]
HERB005720,芜菁甘蓝,[],[]
HERB005721,,[],[]
HERB005722,乌桕木根皮,[],[]
HERB005723,,[],[]
HERB005724,无距耧斗菜,[],[]
HERB005725,舞剧淫羊藿,[],[]
HERB005726,,[],[]
HERB005727,乌克兰下页水仙,[],[]
HERB005728,,[],[]
HERB005729,五角番泻树,[],[]
HERB005730,,[],[]
HERB005731,乌敛莓,[],[]
HERB005732,五灵脂,[],[]
HERB005733,乌龙茶,[],[]
HERB005734,五楼子,[],[]
HERB005735,五脉百里香,[],[]
HERB005736,,[],[]
HERB005737,,[],[]
HERB005738,无毛蒿,[],[]
HERB005739,五毛菊,[],[]
HERB005740,无毛山楂,[],[]
HERB005741,无毛无根藤,[],[]
HERB005742,乌梅,[],[]
HERB005743,,[],[]
HERB005744,乌泡子,[],[]
HERB005745,,[],[]
HERB005746,乌骚风,[],[]
HERB005747,,[],[]
HERB005748,,[],[]
HERB005749,巫山淫羊藿,[],[]
HERB005750,乌梢蛇,[],[]
HERB005751,,[],[]
HERB005752,,[],[]
HERB005753,,[],[]
HERB005754,梧桐白皮,[],[]
HERB005755,梧桐根,[],[]
HERB005756,梧桐花,[],[]
HERB005757,梧桐叶,[],[]
HERB005758,梧桐子,[],[]
HERB005759,乌头,[],[]
HERB005760,乌头附子尖,[],[]
HERB005761,五味草,[],[]
HERB005762,五味子,[],[]
HERB005763,,[],[]
HERB005764,,[],[]
HERB005765,,[],[]
HERB005766,,[],[]
HERB005767,乌药,[],[]
HERB005768,无叶白前,[],[]
HERB005769,无叶瓜藤,[],[]
HERB005770,无叶加木贼,[],[]
HERB005771,无叶藤,[],[]
HERB005772,无叶鱼黄草,[],[]
HERB005773,午夜猪屎豆,[],[]
HERB005774,芜荑,[],[]
HERB005775,吴芋,[],"['intestine.2', 'analgesic.3']"
HERB005776,五月茶,[],[]
HERB005777,乌贼骨,[],[]
HERB005778,五爪龙,[],[]
HERB005779,飞燕草,[],[]
HERB005780,,[],[]
HERB005781,吴茱萸根,[],[]
HERB005782,吴茱萸,[],[]
HERB005783,吴茱萸叶,[],[]
HERB005784,,[],[]
HERB005785,西阿拉黄檀,[],[]
HERB005786,狭序唐松草,[],[]
HERB005787,,[],[]
HERB005788,,[],[]
HERB005789,膝瓣乌头,[],[]
HERB005790,西班牙黄杨,[],[]
HERB005791,西班牙云香草,[],[]
HERB005792,西北木,[],[]
HERB005793,木酱紫,[],[]
HERB005794,细柄十大功劳,[],[]
HERB005795,细柄薯蓣,[],[]
HERB005796,,[],[]
HERB005797,锡箔金合欢,[],[]
HERB005798,锡箔决明,[],[]
HERB005799,西伯利亚红松,[],[]
HERB005800,西伯利亚冷杉,[],[]
HERB005801,,[],[]
HERB005802,西伯利亚橐吾,[],[]
HERB005803,西伯利亚远志,[],[]
HERB005804,西伯利亚云杉,[],[]
HERB005805,西博氏卫矛,[],[]
HERB005806,西草,[],[]
HERB005807,,[],[]
HERB005808,西川芎,[],"['flow.2', 'pressure.3', 'antispasmodics.4']"
HERB005809,西党,[],[]
HERB005810,新店獐牙菜,[],[]
HERB005811,西番莲,[],[]
HERB005812,西方苍耳,[],[]
HERB005813,西方刺柏,[],[]
HERB005814,西方翠雀,[],[]
HERB005815,西非红豆树,[],[]
HERB005816,西非荔枝果,[],[]
HERB005817,西非羊角拗,[],[]
HERB005818,,[],[]
HERB005819,细梗香草,[],[]
HERB005820,西瓜,[],[]
HERB005821,西瓜皮,[],['diuresis.2']
HERB005822,西瓜子仁,[],[]
HERB005823,,[],[]
HERB005824,,[],[]
HERB005825,西河柳,[],['Bacteriostatic.2']
HERB005826,西红花,[],[]
HERB005827,西葫芦,[],[]
HERB005828,西琥珀,[],[]
HERB005829,细花滇紫草,[],[]
HERB005830,细花含羞草,[],[]
HERB005831,细花线纹香茶菜,[],[]
HERB005832,,[],[]
HERB005833,西黄草,[],[]
HERB005834,西黄胶粉,[],[]
HERB005835,犀角,[],[]
HERB005836,锡金十大功劳,[],[]
HERB005837,细茎石斛,[],[]
HERB005838,席卷鸦葱,[],[]
HERB005839,,[],[]
HERB005840,希腊食草,[],[]
HERB005841,希腊丝毛石,[],[]
HERB005842,锡兰古柯,[],[]
HERB005843,锡兰肉桂,[],[]
HERB005844,,[],[]
HERB005845,溪流猪殃殃,[],[]
HERB005846,习罗汉松,[],[]
HERB005847,西玛白蜡树,[],[]
HERB005848,喜马独尾草,[],[]
HERB005849,喜马红景天,[],[]
HERB005850,喜马拉雅红豆杉,[],[]
HERB005851,喜马拉雅鸢尾,[],[]
HERB005852,喜马拉雅远志,[],[]
HERB005853,喜马旋覆花,[],[]
HERB005854,喜马浮萍,[],[]
HERB005855,西门飞草,[],[]
HERB005856,西蒙斯十大功劳,[],[]
HERB005857,,[],[]
HERB005858,,[],[]
HERB005859,西南菝葜,[],[]
HERB005860,,[],[]
HERB005861,西南猫尾树,[],[]
HERB005862,西南忍冬,[],[]
HERB005863,西南石苇,[],[]
HERB005864,,[],[]
HERB005865,西南獐芽菜,[],[]
HERB005866,锡囊马尾藻,[],[]
HERB005867,西欧鸢尾,[],[]
HERB005868,,[],[]
HERB005869,,[],[]
HERB005870,西秦艽,[],"['permeability.2', 'allergric.3']"
HERB005871,,[],[]
HERB005872,硒砂,[],[]
HERB005873,溪山翠雀,[],[]
HERB005874,,[],[]
HERB005875,锡生藤,[],[]
HERB005876,,[],[]
HERB005877,喜树,[],[]
HERB005878,,[],[]
HERB005879,喜树皮,[],[]
HERB005880,,[],[]
HERB005881,喜树叶,[],[]
HERB005882,蟋蟀,[],[]
HERB005883,香茶菜,[],[]
HERB005884,西台,[],[]
HERB005885,西特卡云杉,[],[]
HERB005886,西西里草木犀,[],[]
HERB005887,西西里漆树,[],[]
HERB005888,希莶,[],[]
HERB005889,豨莶草,[],[]
HERB005890,西香葱,[],[]
HERB005891,,[],[]
HERB005892,,[],[]
HERB005893,,[],[]
HERB005894,细辛,[],[]
HERB005895,细心野牵牛,[],[]
HERB005896,喜盐鸢尾,[],[]
HERB005897,夕阳红,[],[]
HERB005898,夕阳接骨木,[],[]
HERB005899,西洋梨,[],[]
HERB005900,西洋参,[],[]
HERB005901,西洋参茎叶,[],[]
HERB005902,细叶桉叶,[],[]
HERB005903,细叶百合,[],[]
HERB005904,细叶大戟,[],[]
HERB005905,细叶堆心菊,[],[]
HERB005906,细叶功劳木,[],[]
HERB005907,细叶功劳叶,[],[]
HERB005908,细叶黄杨,[],[]
HERB005909,洗液蛇鞭菊,[],[]
HERB005910,,[],[]
HERB005911,细叶水团花,[],[]
HERB005912,细叶藤,[],[]
HERB005913,细叶铁线蕨,[],[]
HERB005914,细叶小檗,[],[]
HERB005915,细叶益母草,[],[]
HERB005916,细叶猪屎豆,[],[]
HERB005917,细圆藤,[],[]
HERB005918,西藏胡黄连,[],[]
HERB005919,西藏鹿蹄草,[],[]
HERB005920,西藏秦艽,[],[]
HERB005921,,[],[]
HERB005922,西藏沙棘,[],[]
HERB005923,西藏酸模,[],[]
HERB005924,西藏铁线莲,[],[]
HERB005925,西藏中麻黄,[],[]
HERB005926,西泽兰,[],[]
HERB005927,细毡毛忍冬,[],[]
HERB005928,细锥香茶菜,[],[]
HERB005929,,[],[]
HERB005930,细子麻黄,[],[]
HERB005931,,[],[]
HERB005932,夏草,[],[]
HERB005933,下垂澳杨,[],[]
HERB005934,西陲苔草,[],[]
HERB005935,夏风信子,[],[]
HERB005936,夏钩藤,[],[]
HERB005937,前胡,[],[]
HERB005938,下过山小橘跟,[],[]
HERB005939,狭基线纹香茶菜,[],[]
HERB005940,夏枯草,[],[]
HERB005941,虾蟆胆,[],[]
HERB005942,,[],[]
HERB005943,霞天膏,[],[]
HERB005944,下田菊,[],[]
HERB005945,夏天无,[],[]
HERB005946,,[],[]
HERB005947,下泻南五味子,[],[]
HERB005948,夏雪片莲,[],[]
HERB005949,下延古当归,[],[]
HERB005950,狭叶白鲜,[],[]
HERB005951,狭叶重楼,[],[]
HERB005952,,[],[]
HERB005953,狭叶当归,[],[]
HERB005954,狭叶红景天,[],[]
HERB005955,狭叶胡椒,[],[]
HERB005956,下野鸡骨常山,[],[]
HERB005957,狭叶假人参,[],[]
HERB005958,狭叶锦鸡儿,[],[]
HERB005959,狭叶决明,[],[]
HERB005960,狭叶龙舌兰,[],[]
HERB005961,狭叶龙舌兰,[],[]
HERB005962,狭叶青蒿,[],[]
HERB005963,狭叶山胡椒,[],[]
HERB005964,狭叶蛇根草,[],[]
HERB005965,小叶唐松草,[],[]
HERB005966,狭叶五味子,[],[]
HERB005967,狭叶香茶菜,[],[]
HERB005968,狭叶香蒲,[],[]
HERB005969,狭叶獐牙菜,[],[]
HERB005970,夏至草,[],[]
HERB005971,虾子花,[],[]
HERB005972,显齿蛇葡萄,[],[]
HERB005973,腺齿紫金牛,[],[]
HERB005974,鲜地黄,[],[]
HERB005975,线萼黄连,[],[]
HERB005976,腺梗豨莶,[],[]
HERB005977,仙鹤草,[],[]
HERB005978,仙鹤草根,[],[]
HERB005979,仙鹤草根芽,[],[]
HERB005980,腺花香茶菜,[],[]
HERB005981,鲜黄小檗,[],[]
HERB005982,仙客来,[],[]
HERB005983,仙灵脾,[],"['flow.2', 'mice.3']"
HERB005984,,[],[]
HERB005985,显脉香茶菜,[],[]
HERB005986,显脉旋覆花,[],[]
HERB005987,显脉獐牙菜,[],[]
HERB005988,仙茅,[],[]
HERB005989,腺毛黑种草,[],[]
HERB005990,仙人掌,[],[]
HERB005991,蚬肉,[],[]
HERB005992,,[],[]
HERB005993,藓生马先蒿,[],[]
HERB005994,咸酸蔃,[],[]
HERB005995,仙桃草,[],[]
HERB005996,线纹香茶菜,[],[]
HERB005997,纤细老鹳草,[],[]
HERB005998,纤细薯蓣,[],[]
HERB005999,线叶巴豆,[],[]
HERB006000,线叶柴胡,[],[]
HERB006001,线叶金鸡菊,[],[]
HERB006002,小叶芹,[],[]
HERB006003,小叶忍冬,[],[]
HERB006004,线叶旋覆花,[],[]
HERB006005,线羽凤尾蕨,[],[]
HERB006006,线泽兰,[],[]
HERB006007,线轴买麻藤,[],[]
HERB006008,网地藻,[],[]
HERB006009,香巴豆,[],[]
HERB006010,香草水杨梅,[],[]
HERB006011,香草香精,[],[]
HERB006012,香茶菜,[],[]
HERB006013,香车叶草,[],[]
HERB006014,香椽皮,[],[]
HERB006015,,[],[]
HERB006016,香丹,[],[]
HERB006017,,[],[]
HERB006018,香蜂花,[],[]
HERB006019,香附,[],[]
HERB006020,香港樫木,[],[]
HERB006021,香根芹,[],[]
HERB006022,香菇,[],[]
HERB006023,香果脂,[],[]
HERB006024,香合欢,[],[]
HERB006025,想黄连木,[],[]
HERB006026,香加皮,[],[]
HERB006027,香蕉,[],[]
HERB006028,橡胶树,[],[]
HERB006029,香精,[],[]
HERB006030,,[],[]
HERB006031,响铃草,[],[]
HERB006032,香曼陀罗,[],[]
HERB006033,香茅,[],[]
HERB006034,,[],[]
HERB006035,香柠檬,[],[]
HERB006036,橡皮木,[],[]
HERB006037,,[],[]
HERB006038,香青兰,[],[]
HERB006039,向日葵花,[],[]
HERB006040,向日葵茎髓,[],[]
HERB006041,向日葵叶,[],[]
HERB006042,向日葵籽,[],[]
HERB006043,香肉,[],[]
HERB006044,香肉果,[],[]
HERB006045,香薷,[],[]
HERB006046,香丝草,[],[]
HERB006047,相思藤,[],[]
HERB006048,相思子,[],[]
HERB006049,相思子根,[],[]
HERB006050,香唐松草,[],[]
HERB006051,铁筷子,[],[]
HERB006052,香豌豆,[],[]
HERB006053,香蕈,[],[]
HERB006054,象牙海岸格木,[],[]
HERB006055,香橼,[],[]
HERB006056,杨梅,[],[]
HERB006057,香叶,[],[]
HERB006058,响叶杨,[],[]
HERB006059,,[],[]
HERB006060,,[],[]
HERB006061,香橼,[],[]
HERB006062,香橼汁,[],[]
HERB006063,香樟,[],[]
HERB006064,香樟根,[],[]
HERB006065,香樟木,[],[]
HERB006066,香脂冷杉,[],[]
HERB006067,香子兰,[],[]
HERB006068,香附,[],[]
HERB006069,小八角莲,[],[]
HERB006070,小百部,[],[]
HERB006071,,[],[]
HERB006072,小檗,[],[]
HERB006073,,[],[]
HERB006074,小草乌,[],[]
HERB006075,小巢菜,[],[]
HERB006076,小车前,[],[]
HERB006077,,[],[]
HERB006078,,[],[]
HERB006079,,[],[]
HERB006080,小改鼠尾草,[],[]
HERB006081,,[],[]
HERB006082,小甘草,[],"['effect.2', 'effect.3', 'effect.4']"
HERB006083,小根葱,[],[]
HERB006084,小构树,[],[]
HERB006085,小果咖啡,[],[]
HERB006086,小果楠竹,[],[]
HERB006087,小果蔷薇根,[],[]
HERB006088,小果十大功劳,[],[]
HERB006089,小果唐松草,[],[]
HERB006090,小果香草,[],[]
HERB006091,小果野蕉,[],[]
HERB006092,,[],[]
HERB006093,小果芸香,[],[]
HERB006094,,[],[]
HERB006095,,[],[]
HERB006096,小黑羊,[],[]
HERB006097,,[],[]
HERB006098,小红蒜,[],[]
HERB006099,小花八角,[],[]
HERB006100,小花八角枫,[],[]
HERB006101,小花盾叶薯蓣,[],[]
HERB006102,小花风毛菊,[],[]
HERB006103,小花鬼针草,[],[]
HERB006104,小花黄堇,[],[]
HERB006105,小花老鼠簕,[],[]
HERB006106,,[],[]
HERB006107,,[],[]
HERB006108,,[],[]
HERB006109,,[],[]
HERB006110,,[],[]
HERB006111,,[],[]
HERB006112,小花酸藤子,[],[]
HERB006113,小花五味子,[],[]
HERB006114,小花五桠果,[],[]
HERB006115,小花夏枯草,[],[]
HERB006116,小花远志,[],[]
HERB006117,小花紫堇,[],[]
HERB006118,小黄牡蒿,[],[]
HERB006119,小黄花菜,[],[]
HERB006120,小黄紫堇,[],[]
HERB006121,小茴香,[],"['mice.2', 'flatus.3']"
HERB006122,小蓟,[],[]
HERB006123,小箭草,[],[]
HERB006124,小脚海罂粟,[],[]
HERB006125,小角柱花,[],[]
HERB006126,小接筋草,[],[]
HERB006127,小金盏花,[],[]
HERB006128,小精豆,[],[]
HERB006129,小喇叭,[],[]
HERB006130,小连翘,[],[]
HERB006131,小龙也阔苞菊,[],[]
HERB006132,,[],[]
HERB006133,小麦,[],[]
HERB006134,小茅香,[],[]
HERB006135,,[],[]
HERB006136,小米草,[],[]
HERB006137,小木麻黄,[],[]
HERB006138,香排草,[],[]
HERB006139,小婆婆纳,[],[]
HERB006140,小乔木紫金牛,[],[]
HERB006141,小青皮,[],['antiasthmatic.2']
HERB006142,,[],[]
HERB006143,,[],[]
HERB006144,肖乳香,[],[]
HERB006145,小三颗针,[],[]
HERB006146,小沙冬青,[],[]
HERB006147,,[],[]
HERB006148,小舌紫菀,[],[]
HERB006149,硝石,[],[]
HERB006150,小唐松草,[],[]
HERB006151,小通草,[],[]
HERB006152,小偷堆心菊,[],[]
HERB006153,小头凉喉茶,[],[]
HERB006154,,[],[]
HERB006155,小乌毛蕨,[],[]
HERB006156,苍耳,[],[]
HERB006157,,[],[]
HERB006158,小心叶薯,[],[]
HERB006159,小型化岩蔷薇,[],[]
HERB006160,小萱草根,[],[]
HERB006161,,[],[]
HERB006162,小叶梣,[],[]
HERB006163,小叶地不容,[],[]
HERB006164,,[],[]
HERB006165,小叶杜英,[],[]
HERB006166,小叶贯众,[],[]
HERB006167,小叶黑柴胡,[],[]
HERB006168,小叶红光树,[],[]
HERB006169,小野花,[],[]
HERB006170,小叶华北绣线菊,[],[]
HERB006171,小叶黄杨,[],[]
HERB006172,小野鸡尾,[],[]
HERB006173,小叶九里香,[],[]
HERB006174,小野菊,[],[]
HERB006175,小叶莲,[],[]
HERB006176,,[],[]
HERB006177,小叶买麻藤,[],[]
HERB006178,小叶荬麻藤,[],[]
HERB006179,小叶枇杷,[],[]
HERB006180,小野球果紫堇,[],[]
HERB006181,小叶石楠,[],[]
HERB006182,小叶唐松草,[],[]
HERB006183,小叶香茶菜,[],[]
HERB006184,小叶悬钩子,[],[]
HERB006185,小叶杨,[],[]
HERB006186,小叶野决明,[],[]
HERB006187,小叶硬毛漆木,[],[]
HERB006188,小野芝麻,[],[]
HERB006189,小芸木,[],[]
HERB006190,小猪屎豆,[],[]
HERB006191,薤白,[],[]
HERB006192,缬草,[],[]
HERB006193,,[],[]
HERB006194,斜基粗叶木,[],[]
HERB006195,斜茎獐牙菜,[],[]
HERB006196,,[],[]
HERB006197,,[],[]
HERB006198,,[],[]
HERB006199,,[],[]
HERB006200,,[],[]
HERB006201,楔叶泽兰,[],[]
HERB006202,斜羽凤尾蕨,[],[]
HERB006203,蟹爪兰,[],[]
HERB006204,新豉,[],[]
HERB006205,心肺草,[],[]
HERB006206,,[],[]
HERB006207,新疆贝母,[],[]
HERB006208,新疆党参,[],[]
HERB006209,新疆藁本,[],[]
HERB006210,新疆蓝刺头,[],[]
HERB006211,新疆杨,[],[]
HERB006212,新疆一支蒿,[],[]
HERB006213,新美风毛菊,[],[]
HERB006214,,[],[]
HERB006215,,[],[]
HERB006216,毒石,[],[]
HERB006217,,[],[]
HERB006218,新西兰罗汉松,[],[]
HERB006219,新西兰麻,[],[]
HERB006220,新西兰牡荆苷,[],[]
HERB006221,,[],[]
HERB006222,,[],[]
HERB006223,新型钩藤,[],[]
HERB006224,新型葡萄,[],[]
HERB006225,,[],[]
HERB006226,心形叶青牛胆,[],[]
HERB006227,,[],[]
HERB006228,辛夷,[],[]
HERB006229,新月形野草苏,[],[]
HERB006230,新藏假紫草,[],[]
HERB006231,兴安白头翁,[],[]
HERB006232,兴安柴胡,[],[]
HERB006233,兴安升麻,[],[]
HERB006234,荇菜,[],[]
HERB006235,,[],[]
HERB006236,杏仁,[],[]
HERB006237,杏树根,[],[]
HERB006238,杏苏草,[],[]
HERB006239,杏子,[],[]
HERB006240,熊胆,[],[]
HERB006241,熊耳草,[],[]
HERB006242,熊果苷,[],[]
HERB006243,雄黄,[],[]
HERB006244,雄黄兰,[],[]
HERB006245,雄蕊装鼠尾草,[],[]
HERB006246,雄蕊装鼠尾草,[],[]
HERB006247,熊掌,[],[]
HERB006248,锈红蔷薇,[],[]
HERB006249,,[],[]
HERB006250,修毛地黄,[],[]
HERB006251,绣毛寄生,[],[]
HERB006252,锈毛野桐,[],[]
HERB006253,绣球茜草,[],[]
HERB006254,绣球鼠尾草,[],[]
HERB006255,秀色安息香,[],[]
HERB006256,绣线菊,[],[]
HERB006257,绣线菊叶,[],[]
HERB006258,徐长卿,[],[]
HERB006259,续断,[],[]
HERB006260,续断菊,[],[]
HERB006261,,[],[]
HERB006262,叙利亚马利筋,[],[]
HERB006263,叙利亚牛至,[],[]
HERB006264,续随子茎中白汁,[],[]
HERB006265,萱草根,[],[]
HERB006266,萱草嫩苗,[],[]
HERB006267,,[],[]
HERB006268,,[],[]
HERB006269,旋覆花,[],['rabbits.2']
HERB006270,旋覆花根,[],[]
HERB006271,悬钩茎,[],[]
HERB006272,悬钩子,[],[]
HERB006273,旋果蚊子草,[],[]
HERB006274,玄胡,[],['analgesics.2']
HERB006275,玄胡素,[],['analgesics.2']
HERB006276,旋花羊角拗,[],[]
HERB006277,玄明,[],[]
HERB006278,玄明粉,[],[]
HERB006279,,[],[]
HERB006280,玄参,[],[]
HERB006281,宣威乌头,[],[]
HERB006282,旋夏花,[],[]
HERB006283,悬崖玫瑰,[],[]
HERB006284,旋叶香青,[],[]
HERB006285,,[],[]
HERB006286,雪茶,[],[]
HERB006287,雪光花,[],[]
HERB006288,血红栓菌,[],[]
HERB006289,雪花莲,[],[]
HERB006290,血竭,[],['Hemostatic.2']
HERB006291,雪梨皮,[],[]
HERB006292,雪莲,[],[]
HERB006293,雪灵好?,[],[]
HERB006294,,[],[]
HERB006295,雪龙胆,[],[]
HERB006296,雪片莲,[],[]
HERB006297,血散薯,[],[]
HERB006298,雪山林,[],[]
HERB006299,雪上一枝蒿,[],[]
HERB006300,,[],[]
HERB006301,雪松,[],[]
HERB006302,,[],[]
HERB006303,,[],[]
HERB006304,鳕鱼,[],[]
HERB006305,血余炭,[],[]
HERB006306,熏倒牛,[],[]
HERB006307,寻骨风,[],[]
HERB006308,,[],[]
HERB006309,,[],[]
HERB006310,鸦胆子,[],[]
HERB006311,亚东乌头,[],[]
HERB006312,鸭儿芹,[],[]
HERB006313,亚乎奴,[],[]
HERB006314,亚乎奴,[],[]
HERB006315,鸭脚艾,[],[]
HERB006316,牙科北千里光,[],[]
HERB006317,雅丽千金藤,[],[]
HERB006318,,[],[]
HERB006319,,[],[]
HERB006320,亚罗椿,[],[]
HERB006321,,[],[]
HERB006322,亚马逊百合,[],[]
HERB006323,亚马逊马钱子,[],[]
HERB006324,,[],[]
HERB006325,亚马逊鱼藤,[],[]
HERB006326,亚麻子,[],[]
HERB006327,,[],[]
HERB006328,牙买加苦木,[],[]
HERB006329,牙买加樱桃,[],[]
HERB006330,亚美堆心菊,[],[]
HERB006331,鸦片,[],[]
HERB006332,亚绒盖乳菇,[],[]
HERB006333,亚蕊香,[],[]
HERB006334,牙皂,[],[]
HERB006335,鸭跖草,[],[]
HERB006336,鸭跖草,[],[]
HERB006337,,[],[]
HERB006338,亚洲独活,[],[]
HERB006339,亚洲狮,[],[]
HERB006340,亚洲文殊兰,[],[]
HERB006341,岩柏,[],[]
HERB006342,岩白菜,[],[]
HERB006343,岩白菜素,[],[]
HERB006344,烟草,[],[]
HERB006345,烟草花山梗菜,[],[]
HERB006346,盐地风毛菊,[],[]
HERB006347,,[],[]
HERB006348,,[],[]
HERB006349,,[],[]
HERB006350,盐附子,[],[]
HERB006351,烟锅草,[],[]
HERB006352,盐海豚草,[],[]
HERB006353,延胡索,[],[]
HERB006354,岩黄连,[],[]
HERB006355,盐角草,[],[]
HERB006356,盐角草梭梭,[],[]
HERB006357,,[],[]
HERB006358,盐津菜,[],[]
HERB006359,雁来红,[],[]
HERB006360,岩兰草,[],[]
HERB006361,延龄草,[],[]
HERB006362,燕麦,[],[]
HERB006363,,[],[]
HERB006364,烟曲霉,[],[]
HERB006365,龙眼,[],[]
HERB006366,盐生假木贼,[],[]
HERB006367,盐生肉苁蓉,[],[]
HERB006368,盐酸麻黄碱,[],[]
HERB006369,盐酸吗啉胍,[],[]
HERB006370,,[],[]
HERB006371,岩香菊,[],[]
HERB006372,岩盐,[],[]
HERB006373,,[],[]
HERB006374,兖州卷柏,[],[]
HERB006375,羊鞭,[],[]
HERB006376,洋常春藤,[],[]
HERB006377,洋葱,[],[]
HERB006378,洋刀豆,[],[]
HERB006379,洋地黄叶,[],[]
HERB006380,羊耳朵叶,[],[]
HERB006381,羊红膻,[],[]
