Herb_,Herb_cn_name,segmented_function,segmented_indication
HERB001795,,[],[]
HERB001796,干漆,[],[]
HERB001797,甘青青兰,[],[]
HERB001798,甘青铁线莲,[],[]
HERB001799,甘青乌头,[],[]
HERB001800,甘薯,[],[]
HERB001801,甘松,[],[]
HERB001802,甘肃贝母,[],[]
HERB001803,甘肃槐树,[],[]
HERB001804,甘肃黄芩,[],[]
HERB001805,甘肃山楂,[],[]
HERB001806,甘遂,[],[]
HERB001807,赣皖乌头,[],[]
HERB001808,甘西鼠尾草,[],[]
HERB001809,甘蔗,[],[]
HERB001810,杠板归根,[],[]
HERB001811,,[],[]
HERB001812,刚果剑雪封喉,[],[]
HERB001813,刚果萝芙木,[],[]
HERB001814,刚毛柽柳,[],[]
HERB001815,刚毛藤山柳,[],[]
HERB001816,岗梅,[],[]
HERB001817,岗松,[],[]
HERB001818,,[],[]
HERB001819,,[],[]
HERB001820,,[],[]
HERB001821,藁本,[],[]
HERB001822,,[],[]
HERB001823,高春黄菊,[],[]
HERB001824,高丛珍珠梅,[],[]
HERB001825,,[],[]
HERB001826,高大翠雀花,[],[]
HERB001827,,[],[]
HERB001828,高达山蓝,[],[]
HERB001829,高当归,[],[]
HERB001830,,[],[]
HERB001831,,[],[]
HERB001832,高飞燕草,[],[]
HERB001833,高贵波罗蜜,[],[]
HERB001834,高贵春黄菊,[],[]
HERB001835,高贵假紫草,[],[]
HERB001836,,[],[]
HERB001837,,[],[]
HERB001838,,[],[]
HERB001839,,[],[]
HERB001840,高黄芩,[],[]
HERB001841,高灰毛豆,[],[]
HERB001842,高加索摆线,[],[]
HERB001843,高加索蓝盆花,[],[]
HERB001844,高加索鳞毛蕨,[],[]
HERB001845,高加索龙胆,[],[]
HERB001846,高加索乌头,[],[]
HERB001847,高加索罂粟,[],[]
HERB001848,高加索紫金,[],[]
HERB001849,高咖啡,[],[]
HERB001850,高丽参,[],[]
HERB001851,高粱,[],[]
HERB001852,高良姜,[],[]
HERB001853,高梁泡,[],[]
HERB001854,,[],[]
HERB001855,高山扁枝石松,[],[]
HERB001856,,[],[]
HERB001857,高山花椒,[],[]
HERB001858,高山黄华,[],[]
HERB001859,高山黄华根,[],[]
HERB001860,高山火绒草,[],[]
HERB001861,高山辣根菜,[],[]
HERB001862,高山罗汉松,[],[]
HERB001863,高山唐松草,[],[]
HERB001864,高山条蕨,[],[]
HERB001865,,[],[]
HERB001866,高山罂粟,[],[]
HERB001867,高乌头,[],[]
HERB001868,高一枝黄花,[],[]
HERB001869,高原唐松草,[],[]
HERB001870,高泽兰,[],[]
HERB001871,戈壁天门冬,[],[]
HERB001872,,[],[]
HERB001873,茖葱,[],[]
HERB001874,葛根,[],[]
HERB001875,葛谷,[],[]
HERB001876,葛花,[],[]
HERB001877,蛤蚧,[],[]
HERB001878,格里菲斯十大功劳,[],[]
HERB001879,格里菲斯藤黄,[],[]
HERB001880,,[],[]
HERB001881,哥伦比亚巴豆,[],[]
HERB001882,哥伦比亚木瓣树?,[],[]
HERB001883,葛蔓,[],[]
HERB001884,哥纳香,[],[]
HERB001885,蛤壳,[],[]
HERB001886,隔山消,[],[]
HERB001887,葛上亭长,[],[]
HERB001888,格式鼠尾草,[],[]
HERB001889,,[],[]
HERB001890,各样西番莲,[],[]
HERB001891,葛叶,[],[]
HERB001892,革叶猕猴桃,[],[]
HERB001893,,[],[]
HERB001894,工布乌头,[],[]
HERB001895,贡嘎山乌头,[],[]
HERB001896,功劳木,[],[]
HERB001897,功劳子,[],[]
HERB001898,公兴马兜铃,[],[]
HERB001899,枸骨根,[],[]
HERB001900,枸骨树皮,[],[]
HERB001901,枸骨叶,[],[]
HERB001902,枸骨子,[],[]
HERB001903,狗脊,[],[]
HERB001904,枸橘,[],[]
HERB001905,狗桔刺,[],[]
HERB001906,枸橘核,[],[]
HERB001907,枸橘叶,[],[]
HERB001908,,[],[]
HERB001909,枸橘枳实,[],[]
HERB001910,钩毛茜草,[],[]
HERB001911,枸杞,[],[]
HERB001912,枸杞根皮,[],[]
HERB001913,枸杞小波,[],[]
HERB001914,枸杞叶,[],[]
HERB001915,枸杞子,[],[]
HERB001916,狗肉,[],[]
HERB001917,狗舌草,[],[]
HERB001918,狗肾,[],[]
HERB001919,狗屎花,[],[]
HERB001920,构树,[],[]
HERB001921,构树白皮,[],[]
HERB001922,构树根,[],[]
HERB001923,构树果,[],[]
HERB001924,钩藤,[],[]
HERB001925,钩藤根,[],[]
HERB001926,,[],[]
HERB001927,狗心,[],[]
HERB001928,狗仔花,[],[]
HERB001929,钩枝藤,[],[]
HERB001930,钩状胡椒,[],[]
HERB001931,钩状胡椒,[],[]
HERB001932,钩状石斛,[],[]
HERB001933,,[],[]
HERB001934,古巴萝芙木,[],[]
HERB001935,古城玫瑰树,[],[]
HERB001936,鼓槌石斛,[],[]
HERB001937,骨节草,[],[]
HERB001938,谷精草,[],[]
HERB001939,谷壳,[],[]
HERB001940,古蔺雪丹,[],[]
HERB001941,,[],[]
HERB001942,骨碎补,[],[]
HERB001943,骨碎补毛,[],[]
HERB001944,孤挺花,[],[]
HERB001945,孤挺花,[],[]
HERB001946,孤挺花杂交种,[],[]
HERB001947,谷芽,[],[]
HERB001948,瓜蒂,[],[]
HERB001949,瓜馥木,[],[]
HERB001950,挂金灯,[],[]
HERB001951,挂金灯跟,[],[]
HERB001952,瓜蒌,[],[]
HERB001953,瓜篓皮,[],[]
HERB001954,瓜篓子,[],[]
HERB001955,栝楼茎叶,[],[]
HERB001956,,[],[]
HERB001957,,[],[]
HERB001958,瓜叶乌头,[],[]
HERB001959,拐芹,[],[]
HERB001960,关苍术,[],[]
HERB001961,,[],[]
HERB001962,,[],[]
HERB001963,关公须,[],[]
HERB001964,观光木,[],[]
HERB001965,管花党参,[],[]
HERB001966,管花马兜铃,[],[]
HERB001967,管花秦艽,[],[]
HERB001968,管花肉苁蓉,[],[]
HERB001969,关黄柏,[],[]
HERB001970,,[],[]
HERB001971,灌木奥拓斯特草,[],[]
HERB001972,灌木柴胡,[],[]
HERB001973,灌木萝芙木,[],[]
HERB001974,灌木天门冬,[],[]
HERB001975,关木通,[],[]
HERB001976,灌木文殊兰,[],[]
HERB001977,灌木亚菊,[],[]
HERB001978,灌木远志,[],[]
HERB001979,灌木状车轴草,[],[]
HERB001980,观赏獐牙菜,[],[]
HERB001981,贯叶金丝桃,[],[]
HERB001982,贯叶连翘,[],[]
HERB001983,贯叶连翘,[],[]
HERB001984,观音草,[],[]
HERB001985,贯众,[],[]
HERB001986,冠状沟轧花,[],[]
HERB001987,,[],[]
HERB001988,,[],[]
HERB001989,贯众,[],[]
HERB001990,,[],[]
HERB001991,,[],[]
HERB001992,光慈姑,[],[]
HERB001993,广地龙,[],"['rabbits.2', '0.1', 'dogs.3', 'anticonvulsive.4']"
HERB001994,广东金钱草,[],[]
HERB001995,广东土牛膝,[],[]
HERB001996,光萼猪屎豆,[],[]
HERB001997,广防风,[],[]
HERB001998,广防己,[],[]
HERB001999,光飞燕草,[],[]
HERB002000,光果甘草,[],[]
HERB002001,光华当归,[],[]
HERB002002,广藿香,[],[]
HERB002003,广藿香叶,[],[]
HERB002004,广藿香油,[],[]
HERB002005,光洁秋海棠,[],[]
HERB002006,广金钱草,[],[]
HERB002007,广金钱草,[],[]
HERB002008,光亮黄檀,[],[]
HERB002009,光亮假龙胆,[],[]
HERB002010,光亮萝芙木,[],[]
HERB002011,光良石松,[],[]
HERB002012,,[],[]
HERB002013,光良远志,[],[]
HERB002014,广木香,[],[]
HERB002015,光囊紫柄蕨,[],[]
HERB002016,,[],[]
HERB002017,光石韦,[],[]
HERB002018,,[],[]
HERB002019,光头独活,[],[]
HERB002020,广西八角莲,[],[]
HERB002021,广西莪术,[],[]
HERB002022,广西莪术,[],[]
HERB002023,广西九里香,[],[]
HERB002024,广西美登木,[],[]
HERB002025,广西千户,[],[]
HERB002026,广西石蒜,[],[]
HERB002027,光药大黄花,[],[]
HERB002028,光叶巴豆,[],[]
HERB002029,光叶地不容,[],[]
HERB002030,光叶丁公藤,[],[]
HERB002031,光叶粉花绣线菊,[],[]
HERB002032,光叶决明,[],[]
HERB002033,光叶水苏,[],[]
HERB002034,光叶蛇葡萄,[],[]
HERB002035,光叶水苏,[],[]
HERB002036,光叶眼子菜,[],[]
HERB002037,光叶猪屎豆,[],[]
HERB002038,光叶子花,[],[]
HERB002039,光叶紫玉盘,[],[]
HERB002040,广枣,[],[]
HERB002041,,[],[]
HERB002042,光泽乌头,[],[]
HERB002043,光枝勾儿茶,[],[]
HERB002044,龟板,[],[]
HERB002045,龟板胶,[],[]
HERB002046,鬼灯笼,[],[]
HERB002047,桂丁,[],[]
HERB002048,,[],[]
HERB002049,桂花,[],[]
HERB002050,龟甲,[],[]
HERB002051,鬼箭锦鸡儿,[],[]
HERB002052,鬼箭羽,[],[]
HERB002053,鬼箭羽,[],[]
HERB002054,鬼臼,[],[]
HERB002055,鬼毛针,[],[]
HERB002056,桂皮,[],[]
HERB002057,桂皮钓樟,[],[]
HERB002058,桂皮油,[],[]
HERB002059,圭亚那钩藤,[],[]
HERB002060,桧叶,[],[]
HERB002061,鬼针草,[],[]
HERB002062,桂枝,[],[]
HERB002063,贵州獐牙菜,[],[]
HERB002064,桂竹糖芥,[],[]
HERB002065,桂竹香,[],[]
HERB002066,桂子,[],[]
HERB002067,过江龙,[],[]
HERB002068,过路黄,[],[]
HERB002069,果香菊,[],[]
HERB002070,,[],[]
HERB002071,,[],[]
HERB002072,蛤蟆油,[],[]
HERB002073,哈市罗汉松,[],[]
HERB002074,,[],[]
HERB002075,哈市山梗菜,[],[]
HERB002076,海巴戟,[],[]
HERB002077,,[],[]
HERB002078,海滨柳穿鱼,[],[]
HERB002079,海滨萝芙木,[],[]
HERB002080,,[],[]
HERB002081,海葱,[],[]
HERB002082,海带,[],[]
HERB002083,海带根,[],[]
HERB002084,海岛棉,[],[]
HERB002085,孩儿茶,[],[]
HERB002086,孩儿参,[],[]
HERB002087,海风藤,[],[]
HERB002088,海浮石,[],[]
HERB002089,海蛤壳,[],[]
HERB002090,海狗肾,[],[]
HERB002091,海龟,[],[]
HERB002092,海红豆,[],[]
HERB002093,,[],[]
HERB002094,海金沙,[],[]
HERB002095,海韭菜,[],[]
HERB002096,海龙,[],[]
HERB002097,海马,[],[]
HERB002098,海南粗榧,[],[]
HERB002099,海南哥纳香,[],[]
HERB002100,海南狗牙花,[],[]
HERB002101,海南樫木,[],[]
HERB002102,海南萝芙木,[],[]
HERB002103,海南买麻藤,[],[]
HERB002104,海南青牛胆,[],[]
HERB002105,海南砂仁,[],[]
HERB002106,海南野扇花,[],[]
HERB002107,海泥钩枝藤,[],[]
HERB002108,海螵蛸,[],[]
HERB002109,氦气,[],[]
HERB002110,海人草,[],[]
HERB002111,海参,[],[]
HERB002112,海参肠,[],[]
HERB002113,,[],[]
HERB002114,海狮,[],[]
HERB002115,狗牙花,[],[]
HERB002116,海松子,[],[]
HERB002117,海棠果,[],[]
HERB002118,海桐,[],[]
HERB002119,海桐皮,[],[]
HERB002120,海豚鱼,[],[]
HERB002121,,[],[]
HERB002122,,[],[]
HERB002123,,[],[]
HERB002124,,[],[]
HERB002125,海罂粟,[],[]
HERB002126,海藻,[],"['iodine.2', 'trichophyton.3']"
HERB002127,海州骨碎补,[],[]
HERB002128,旱菜,[],[]
HERB002129,汉城细辛,[],[]
HERB002130,汉防己,[],[]
HERB002131,旱莲草,[],[]
HERB002132,旱莲花,[],[]
HERB002133,旱麦瓶草,[],[]
HERB002134,,[],[]
HERB002135,旱芹,[],[]
HERB002136,旱芹变种,[],[]
HERB002137,韩瑞五味子,[],[]
HERB002138,汉三七,[],['pressure.2']
HERB002139,旱生卷柏,[],[]
HERB002140,旱生香茶菜,[],[]
HERB002141,寒食,[],[]
HERB002142,寒水石,[],[]
HERB002143,韩信草,[],[]
HERB002144,含羞草,[],[]
HERB002145,杭白芷,[],[]
HERB002146,杭矾,[],"['1%', '10%', '2%']"
HERB002147,杭菊,[],[]
HERB002148,杭芍,[],[]
HERB002149,蒿本,[],[]
HERB002150,好望角芦荟,[],[]
HERB002151,好望角罗汉松,[],[]
HERB002152,,[],[]
HERB002153,,[],[]
HERB002154,河岸狗肝菜,[],[]
HERB002155,,[],[]
HERB002156,,[],[]
HERB002157,荷包地不容,[],[]
HERB002158,荷包牡丹根,[],[]
HERB002159,河北杨,[],[]
HERB002160,和草香豌豆,[],[]
HERB002161,鹤草芽,[],[]
HERB002162,禾草叶佳贝防风,[],[]
HERB002163,,[],[]
HERB002164,荷梗,[],[]
HERB002165,河谷地不容,[],[]
HERB002166,核果粗榧,[],[]
HERB002167,核果状补骨脂,[],[]
HERB002168,荷花,[],[]
HERB002169,荷花雪莲,[],[]
HERB002170,荷花延龄草,[],[]
HERB002171,荷花玉兰,[],[]
HERB002172,合欢花,[],[]
HERB002173,合欢皮,[],[]
HERB002174,和卡尼亚黄杨,[],[]
HERB002175,荷兰种植番红花,[],[]
HERB002176,,[],[]
HERB002177,和木瓜,[],[]
HERB002178,河南唐松草,[],[]
HERB002179,,[],[]
HERB002180,褐绒盖牛肝菌,[],[]
HERB002181,褐色钟花树,[],[]
HERB002182,鹤虱,[],[]
HERB002183,鹤虱风,[],[]
HERB002184,鹤氏唐松草碱,[],[]
HERB002185,何首乌,[],[]
HERB002186,河蒴荛花,[],[]
HERB002187,,[],[]
HERB002188,,[],[]
HERB002189,核桃仁,[],['50%']
HERB002190,河豚,[],[]
HERB002191,荷叶,[],[]
HERB002192,荷叶蒂,[],[]
HERB002193,禾叶风毛菊,[],[]
HERB002194,诃子,[],[]
HERB002195,诃子核,[],[]
HERB002196,诃子叶,[],[]
HERB002197,,[],[]
HERB002198,黑百合,[],[]
HERB002199,黑白简木,[],[]
HERB002200,黑茶表,[],[]
HERB002201,黑柴胡,[],[]
HERB002202,黑丑,[],"['purgative.2', 'hematuria.3']"
HERB002203,,[],[]
HERB002204,黑磁石,[],[]
HERB002205,黑醋,[],[]
HERB002206,黑大豆,[],[]
HERB002207,黑大豆皮,[],[]
HERB002208,黑大豆叶,[],[]
HERB002209,黑豆,[],[]
HERB002210,黑风藤,[],[]
HERB002211,黑杠柳?,[],[]
HERB002212,黑果菝葜,[],[]
HERB002213,黑果黄皮,[],[]
HERB002214,黑果茜草,[],[]
HERB002215,黑胡桃,[],[]
HERB002216,黑化无根藤,[],[]
HERB002217,黑化延命草,[],[]
HERB002218,黑姜,[],[]
HERB002219,,[],[]
HERB002220,黑桔梗兰,[],[]
HERB002221,黑荆树,[],[]
HERB002222,黑壳楠,[],[]
HERB002223,黑昆布,[],[]
HERB002224,黑老虎,[],[]
HERB002225,黑老虎根,[],[]
HERB002226,黑曼巴,[],[]
HERB002227,黑蚂蚁,[],[]
HERB002228,,[],[]
HERB002229,黑毛石斛,[],[]
HERB002230,黑木耳,[],[]
HERB002231,黑木金合欢,[],[]
HERB002232,,[],[]
HERB002233,黑色米皮糠,[],[]
HERB002234,黑石耳,[],[]
HERB002235,黑水翠雀,[],[]
HERB002236,黑水翠雀,[],[]
HERB002237,黑水缬草,[],[]
HERB002238,黑水野罂粟,[],[]
HERB002239,黑锡,[],[]
HERB002240,黑线条藤黄,[],[]
HERB002241,黑岩蛇根草,[],[]
HERB002242,黑芝麻,[],[]
HERB002243,黑种草,[],[]
HERB002244,黑子梨果寄生,[],[]
HERB002245,横根费菜,[],[]
HERB002246,,[],[]
HERB002247,横沥地耳草,[],[]
HERB002248,衡州乌药,[],[]
HERB002249,,[],[]
HERB002250,草莓,[],[]
HERB002251,,[],[]
HERB002252,,[],[]
HERB002253,红百合木,[],[]
HERB002254,红背山麻杆,[],[]
HERB002255,红草,[],[]
HERB002256,荭草花,[],[]
HERB002257,红柴胡,[],[]
HERB002258,红车轴草,[],[]
HERB002259,红椿,[],[]
HERB002260,红大戟,[],[]
HERB002261,红大丽花,[],[]
HERB002262,红豆,[],[]
HERB002263,红豆蔻,[],[]
HERB002264,红豆杉,[],[]
HERB002265,,[],[]
HERB002266,,[],[]
HERB002267,红粉,[],[]
HERB002268,红根草,[],[]
HERB002269,,[],[]
HERB002270,红果樫木,[],[]
HERB002271,红果萝芙木,[],[]
HERB002272,红海葱,[],[]
HERB002273,红海椒,[],[]
HERB002274,红海榄,[],[]
HERB002275,红旱莲,[],[]
HERB002276,红花,[],[]
HERB002277,红花菜豆,[],[]
HERB002278,红花除虫菊,[],[]
HERB002279,红花椒,[],[]
HERB002280,红花龙胆,[],[]
HERB002281,红花鹿茸,[],[]
HERB002282,红花鹿蹄草,[],[]
HERB002283,红花绿绒蒿,[],[]
HERB002284,红花苗,[],[]
HERB002285,红花皮,[],[]
HERB002286,红花槭,[],[]
HERB002287,红花蕊木,[],[]
HERB002288,红花五味子,[],[]
HERB002289,红花岩黄芪,[],[]
HERB002290,红茴香,[],[]
HERB002291,红鸡蛋花,[],[]
HERB002292,红荚蒾,[],[]
HERB002293,红剪秋罗,[],[]
HERB002294,红景天,[],[]
HERB002295,红口水仙,[],[]
HERB002296,红筷子,[],[]
HERB002297,,[],[]
HERB002298,洪连,[],[]
HERB002299,,[],[]
HERB002300,红毛七,[],[]
HERB002301,红毛五加皮,[],[]
HERB002302,红毛野海棠,[],[]
HERB002303,红木,[],[]
HERB002304,红母鸡草,[],[]
HERB002305,红南皮,[],[]
HERB002306,,[],[]
HERB002307,红牛毛刺根,[],[]
HERB002308,红皮云杉,[],[]
HERB002309,红芪,[],[]
HERB002310,红七叶树,[],[]
HERB002311,红前胡,[],[]
HERB002312,红茄苳果,[],[]
HERB002313,红球姜,[],[]
HERB002314,红曲,[],[]
HERB002315,,[],[]
HERB002316,红三七,[],[]
HERB002317,红三叶草,[],[]
HERB002318,红色金鸡纳树,[],[]
HERB002319,红参,[],[]
HERB002320,红十二,[],[]
HERB002321,红石仙桃,[],[]
HERB002322,红薯,[],[]
HERB002323,红栓菌,[],[]
HERB002324,红丝线,[],[]
HERB002325,红松,[],[]
HERB002326,红头草,[],[]
HERB002327,宏伟酸脚杆,[],[]
HERB002328,红纹马先蒿,[],[]
HERB002329,红芽大戟,[],[]
HERB002330,红缘层孔菌,[],[]
HERB002331,红枣,[],"['leukocytes.2', 'damage.3']"
HERB002332,红泽兰,[],[]
HERB002333,红直獐牙菜,[],[]
HERB002334,红足蒿,[],[]
HERB002335,,[],[]
HERB002336,厚壳桂,[],[]
HERB002337,厚皮花椒,[],[]
HERB002338,厚皮树,[],[]
HERB002339,厚朴,[],[]
HERB002340,厚朴花,[],[]
HERB002341,厚朴子,[],[]
HERB002342,厚朴,[],"['antibacterial.2', 'muscles.3', 'vitro.4']"
HERB002343,厚朴花,[],[]
HERB002344,,[],[]
HERB002345,猴头菇,[],[]
HERB002346,猴头菌,[],[]
HERB002347,,[],[]
HERB002348,后夜钩藤,[],[]
HERB002349,,[],[]
HERB002350,厚叶岩白菜,[],[]
HERB002351,猴枣,[],[]
HERB002352,,[],[]
HERB002353,湖北贝母,[],[]
HERB002354,湖北瓜蒌,[],[]
HERB002355,湖北瓜蒌,[],[]
HERB002356,湖北黄精,[],[]
HERB002357,湖北山麦冬,[],[]
HERB002358,湖北山楂,[],[]
HERB002359,湖北十大功劳,[],[]
HERB002360,虎刺,[],[]
HERB002361,虎刺楤木,[],[]
HERB002362,胡葱,[],[]
HERB002363,蝴蝶花,[],[]
HERB002364,蝴蝶花豆,[],[]
HERB002365,虎耳草,[],[]
HERB002366,虎耳草叶茴芹,[],[]
HERB002367,虎骨,[],"['Antiarthritic.2', '21.18', '42.36', 'pain.3']"
HERB002368,瓠瓜,[],[]
HERB002369,胡黄连,[],[]
HERB002370,槲寄生,[],[]
HERB002371,胡椒,[],[]
HERB002372,胡椒花椒,[],[]
HERB002373,黄瓜,[],[]
HERB002374,狐狸,[],[]
HERB002375,葫芦,[],[]
HERB002376,胡芦巴,[],[]
HERB002377,葫芦茶,[],[]
HERB002378,葫芦七,[],[]
HERB002379,葫芦七变种,[],[]
HERB002380,胡萝卜,[],[]
HERB002381,胡萝卜子,[],[]
HERB002382,胡麻根,[],[]
HERB002383,胡麻花,[],[]
HERB002384,胡麻叶,[],[]
HERB002385,琥珀,[],[]
HERB002386,虎舌红,[],[]
HERB002387,互生红景天,[],[]
HERB002388,互生叶白千层,[],[]
HERB002389,互生叶叶决明,[],[]
HERB002390,胡荽,[],[]
HERB002391,胡荽子,[],[]
HERB002392,胡桃根,[],[]
HERB002393,胡桃花,[],[]
HERB002394,胡桃壳,[],[]
HERB002395,胡桃青皮,[],[]
HERB002396,,[],[]
HERB002397,胡桃仁,[],[]
HERB002398,胡桃树皮,[],[]
HERB002399,胡桃叶,[],[]
HERB002400,胡桃油,[],[]
HERB002401,胡桃枝,[],[]
HERB002402,虎尾兰,[],[]
HERB002403,虎眼万年青,[],[]
HERB002404,槲叶,[],[]
HERB002405,虎杖,[],[]
HERB002406,虎掌草,[],[]
HERB002407,虎杖叶,[],[]
HERB002408,胡枝子,[],[]
HERB002409,花白蜡树,[],[]
HERB002410,,[],[]
HERB002411,华北白前,[],[]
HERB002412,华北蓝盆花,[],[]
HERB002413,花茶表,[],[]
HERB002414,花重楼,[],[]
HERB002415,华东椴,[],[]
HERB002416,华东蓝刺头,[],[]
HERB002417,华东唐松草,[],[]
HERB002418,花粉,[],[]
HERB002419,,[],[]
HERB002420,华钩藤,[],[]
HERB002421,花冠银莲花,[],[]
HERB002422,华鬼臼,[],[]
HERB002423,桦褐孔菌,[],[]
HERB002424,花椒,[],[]
HERB002425,花椒根,[],[]
HERB002426,,[],[]
HERB002427,化金丹,[],[]
HERB002428,化橘红,[],[]
HERB002429,华丽蛇鞭菊,[],[]
HERB002430,花菱草,[],[]
HERB002431,,[],[]
HERB002432,桦木皮,[],[]
HERB002433,华南功劳木,[],[]
HERB002434,华南功劳叶,[],[]
HERB002435,华南功劳子,[],[]
HERB002436,华南鹤虱,[],[]
HERB002437,华南马尾杉,[],[]
HERB002438,华南猕猴桃,[],[]
HERB002439,华南忍冬,[],[]
HERB002440,华南吴茱萸,[],[]
HERB002441,华南皂荚,[],[]
HERB002442,华千金藤,[],[]
HERB002443,花蕊石,[],[]
HERB002444,华桑,[],[]
HERB002445,华山矾,[],[]
HERB002446,华山参,[],[]
HERB002447,华山松,[],[]
HERB002448,花生衣,[],[]
HERB002449,花生油,[],[]
HERB002450,滑石,[],[]
HERB002451,滑石粉,[],[]
HERB002452,桦树液,[],[]
HERB002453,花唐松草,[],[]
HERB002454,花桃树,[],[]
HERB002455,华西贝母,[],[]
HERB002456,,[],[]
HERB002457,化香树果,[],[]
HERB002458,化香树叶,[],[]
HERB002459,花序梗百脉根,[],[]
HERB002460,花椰菜,[],[]
HERB002461,花叶假杜鹃,[],[]
HERB002462,华泽兰,[],[]
HERB002463,华中瘤足蕨,[],[]
HERB002464,华中前胡,[],[]
HERB002465,华中五味子,[],[]
HERB002466,,[],[]
HERB002467,,[],[]
HERB002468,,[],[]
HERB002469,,[],[]
HERB002470,槐耳,[],[]
HERB002471,槐根,[],[]
HERB002472,槐花,[],[]
HERB002473,槐角,[],[]
HERB002474,,[],[]
HERB002475,怀牛膝,[],"['antioncotic.2', 'animals.3']"
HERB002476,淮山药,[],[]
HERB002477,,[],[]
HERB002478,槐叶,[],[]
HERB002479,,[],[]
HERB002480,,[],[]
HERB002481,鲩鱼,[],[]
HERB002482,换装金丝桃?,[],[]
HERB002483,黄柏,[],[]
HERB002484,黄百合,[],[]
HERB002485,黄白红谷,[],[]
HERB002486,黄白糖芥,[],[]
HERB002487,黄蘗,[],[]
HERB002488,,[],[]
HERB002489,黄柏,[],[]
HERB002490,黄菠萝果,[],[]
HERB002491,黄蝉,[],[]
HERB002492,黄菖蒲,[],[]
HERB002493,黄大豆,[],[]
HERB002494,黄甘草,[],[]
HERB002495,黄根姜黄,[],[]
HERB002496,黄根树,[],[]
HERB002497,黄狗肾,[],[]
HERB002498,黄瓜,[],[]
HERB002499,黄瓜根,[],[]
HERB002500,黄瓜藤,[],[]
HERB002501,黄瓜叶,[],[]
HERB002502,黄果茄,[],[]
HERB002503,黄海棠,[],[]
HERB002504,黄海罂粟,[],[]
HERB002505,黄蒿,[],[]
HERB002506,黄褐毛忍冬,[],[]
HERB002507,,[],[]
HERB002508,黄花败酱,[],[]
HERB002509,黄花菜,[],[]
HERB002510,黄花菜,[],[]
HERB002511,黄花草,[],[]
HERB002512,黄花地丁,[],[]
HERB002513,黄花儿柳,[],[]
HERB002514,黄花海罂粟,[],[]
HERB002515,黄花蒿,[],[]
HERB002516,黄花蒿子,[],[]
HERB002517,黄花夹竹桃,[],[]
HERB002518,黄花九轮草,[],[]
HERB002519,黄花木,[],[]
HERB002520,黄花稔,[],[]
HERB002521,黄花鼠尾草,[],[]
HERB002522,黄花乌头,[],[]
HERB002523,黄花香茶菜,[],[]
HERB002524,黄花烟草,[],[]
HERB002525,黄花远志,[],[]
HERB002526,黄花子,[],[]
HERB002527,黄精种子,[],[]
HERB002528,皇家海罂粟,[],[]
HERB002529,黄接骨丹,[],[]
HERB002530,黄金,[],[]
HERB002531,,[],[]
HERB002532,黄金古草,[],[]
HERB002533,黄金树,[],[]
HERB002534,黄精,[],[]
HERB002535,黄精根,[],[]
HERB002536,黄精叶,[],[]
HERB002537,黄精枝,[],[]
HERB002538,黄酒,[],[]
HERB002539,黄葵,[],[]
HERB002540,黄连,[],[]
HERB002541,黄莲花,[],[]
HERB002542,黄连芽,[],[]
HERB002543,黄苓,[],[]
HERB002544,黄龙胆,[],[]
HERB002545,黄栌,[],[]
HERB002546,黄栌枝叶,[],[]
HERB002547,黄麻叶,[],[]
HERB002548,黄麻子,[],[]
HERB002549,黄毛楤木,[],[]
HERB002550,黄毛茛,[],[]
HERB002551,黄毛鳞毛蕨,[],[]
HERB002552,黄毛乌头,[],[]
HERB002553,黄缅桂,[],[]
HERB002554,黄明胶,[],[]
HERB002555,黄牛木,[],[]
HERB002556,黄皮根,[],[]
HERB002557,黄皮树,[],[]
HERB002558,黄皮叶,[],[]
HERB002559,黄瓶子草,[],[]
HERB002560,黄芪,[],[]
HERB002561,,[],[]
HERB002562,黄鞘蕊花,[],[]
HERB002563,黄芩,[],[]
HERB002564,黄芩甙,[],[]
HERB002565,黄芪胶,[],[]
HERB002566,黄芩子,[],[]
HERB002567,黄赛金莲木,[],[]
HERB002568,黄三七,[],[]
HERB002569,黄色奥丁草,[],[]
HERB002570,,[],[]
HERB002571,黄色千里光,[],[]
HERB002572,,[],[]
HERB002573,黄山药,[],[]
HERB002574,黄蜀葵花,[],[]
HERB002575,黄水晶兰,[],[]
HERB002576,黄水仙,[],[]
HERB002577,,[],[]
HERB002578,黄唐松草,[],[]
HERB002579,,[],[]
HERB002580,,[],[]
HERB002581,黄乌头,[],[]
HERB002582,黄细辛,[],[]
HERB002583,,[],[]
HERB002584,,[],[]
HERB002585,黄烟木,[],[]
HERB002586,黄杨木叶,[],[]
HERB002587,黄杨小檗,[],[]
HERB002588,,[],[]
HERB002589,黄杨叶木瓣树,[],[]
HERB002590,黄药,[],[]
HERB002591,黄药子,[],[]
HERB002592,黄叶地不容,[],[]
HERB002593,黄叶毒性菜,[],[]
HERB002594,黄叶槐,[],[]
HERB002595,黄硬皮马勃,[],[]
HERB002596,黄羽扇豆,[],[]
HERB002597,,[],[]
HERB002598,,[],[]
HERB002599,,[],[]
HERB002600,灰白独活,[],[]
HERB002601,,[],[]
HERB002602,灰白毛萝芙木,[],[]
HERB002603,,[],[]
HERB002604,灰白实参,[],[]
HERB002605,灰白向日葵,[],[]
HERB002606,,[],[]
HERB002607,灰白益母草,[],[]
HERB002608,,[],[]
HERB002609,,[],[]
HERB002610,喙果绞股蓝,[],[]
